export	overload-id	acceptance-group	candidate-layout	predicate-domain	kind-domain	configured-target-domain	source-exposure	recipe-form	source-recipe-json	boundary-cells	reference-oracle	implementation-authority	discovery-command	acceptance-status
math/copysign	8	C07	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, D3] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/copysign(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-copysign ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/copysign	9	C07	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, D3] }]), outputs: [Matrix { element: K2, dimensions: [D2, D3] }]	FloatingPoint,Number	f32,f64	f64 B10; f32 scalar/scalar or matrix/matrix with identical schema keys; f32 broadcasts=target-rejection admission obligation	ModuleOnly	named-call	"""+> math\nanswer := math/copysign(2.0, 1.0)\nanswer\n"""	FLOAT-BINARY;PROMOTION;LAYOUT;TURN;VISIBILITY	per-operation independent scalar oracle lifted elementwise	scheme.rs:1426; numeric.rs floating binary dispatch	MECH_AUDIT_CASE=catalog-math-copysign ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/cos	0	C06	inputs: Fixed([K0]), outputs: [K0]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/cos(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-cos ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/cos	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/cos(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-cos ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/cosh	0	C06	inputs: Fixed([K0]), outputs: [K0]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/cosh(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-cosh ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/cosh	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/cosh(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-cosh ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/cot	0	C06	inputs: Fixed([K0]), outputs: [K0]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/cot(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-cot ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/cot	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/cot(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-cot ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/csc	0	C06	inputs: Fixed([K0]), outputs: [K0]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/csc(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-csc ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/csc	1	C06	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	FloatingPoint	f32,f64	f32,f64	ModuleOnly	named-call	"""+> math\nanswer := math/csc(2.0)\nanswer\n"""	FLOAT-UNARY;LAYOUT;TURN;VISIBILITY	per-operation exact anchors and independent high-precision reference, IEEE class checks	scheme.rs:1427; numeric.rs floating unary dispatch	MECH_AUDIT_CASE=catalog-math-csc ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/div	0	C01	inputs: Fixed([K0, K1]), outputs: [K2]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/div(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-div ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/div	1	C01	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/div(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-div ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/div	2	C01	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, K1]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/div(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-div ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/div	3	C01	inputs: Fixed([K0, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/div(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-div ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/div	4	C01	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, 1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/div(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-div ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/div	5	C01	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [1, D2] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/div(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-div ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/div	6	C01	inputs: Fixed([Matrix { element: K0, dimensions: [D2, 1] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/div(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-div ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/div	7	C01	inputs: Fixed([Matrix { element: K0, dimensions: [1, D2] }, Matrix { element: K1, dimensions: [D0, D1] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/div(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-div ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/div	8	C01	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, D3] }]), outputs: [Matrix { element: K2, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/div(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-div ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/div	9	C01	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K1, dimensions: [D2, D3] }]), outputs: [Matrix { element: K2, dimensions: [D2, D3] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02	Prelude	named-call	"""answer := math/div(2.0, 1.0)\nanswer\n"""	ARITH;PROMOTION;LAYOUT;TURN;VISIBILITY	checked integer/Fraction/complex component arithmetic; elementwise broadcasting	scheme.rs:219; numeric.rs:2323,2390	MECH_AUDIT_CASE=catalog-math-div ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/div-assign	0	C14	inputs: Fixed([K0, K0]), outputs: [K0]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02; mixed/nested repeats=G04	Prelude	intrinsic-operator	"""~a := [2 4; 6 8]\na /= 2\na\n"""	RMW;PROMOTION;TURN;VISIBILITY	occurrence-ordered fold over selected addresses with staged atomic commit	scheme.rs exact_assignment; document_assignment.rs; numeric.rs selected update binding	MECH_AUDIT_CASE=catalog-math-div-assign ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/div-assign	1	C14	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, K0]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02; mixed/nested repeats=G04	Prelude	intrinsic-operator	"""~a := [2 4; 6 8]\na /= 2\na\n"""	RMW;PROMOTION;TURN;VISIBILITY	occurrence-ordered fold over selected addresses with staged atomic commit	scheme.rs exact_assignment; document_assignment.rs; numeric.rs selected update binding	MECH_AUDIT_CASE=catalog-math-div-assign ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/div-assign	2	C14	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, Matrix { element: K0, dimensions: [D2, D3] }]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02; mixed/nested repeats=G04	Prelude	intrinsic-operator	"""~a := [2 4; 6 8]\na /= 2\na\n"""	RMW;PROMOTION;TURN;VISIBILITY	occurrence-ordered fold over selected addresses with staged atomic commit	scheme.rs exact_assignment; document_assignment.rs; numeric.rs selected update binding	MECH_AUDIT_CASE=catalog-math-div-assign ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/div-assign/range	0	C14	inputs: Fixed([K0, K0, K1]), outputs: [K0]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02; mixed/nested repeats=G04	Prelude	intrinsic-operator	"""~a := [2 4; 6 8]\na[1] /= 2\na\n"""	RMW;PROMOTION;TURN;VISIBILITY	occurrence-ordered fold over selected addresses with staged atomic commit	scheme.rs exact_assignment; document_assignment.rs; numeric.rs selected update binding	MECH_AUDIT_CASE=catalog-math-div-assign-range ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
math/div-assign/range	1	C14	inputs: Fixed([Matrix { element: K0, dimensions: [D0, D1] }, K0, K1]), outputs: [Matrix { element: K0, dimensions: [D0, D1] }]	Number	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c32,c64,r64	u8,u16,u32,u64,u128,i8,i16,i32,i64,i128,f32,f64,c64,r64; c32=G02; mixed/nested repeats=G04	Prelude	intrinsic-operator	"""~a := [2 4; 6 8]\na[1] /= 2\na\n"""	RMW;PROMOTION;TURN;VISIBILITY	occurrence-ordered fold over selected addresses with staged atomic commit	scheme.rs exact_assignment; document_assignment.rs; numeric.rs selected update binding	MECH_AUDIT_CASE=catalog-math-div-assign-range ./docs/design/grammar-audit/s8-replacement-audit/run-probes.sh semantic_replacement_witnesses	specified; candidate-specific execution not yet recorded; discovery command is export sample only
