id	grammar-name	module	rust-function	classification	feature-gate	entry-point	output-type	parent-rules	child-rules	selection-behavior	termination	whitespace	spec-location	conformance-cases	implementation-path	notes
activation.activation-arm	activation-arm	activation	activation_arm	production	always	parse	ActivationArm	none	expression,guard-operator,left-brace,mech-code,output-operator,pattern,right-brace,whitespace0	ordered-first-success/manual-fallback/prefix-committed	optional component; caller controls remainder	whitespace0; whitespace0/1 include newlines	not-located	ACTIVATION-ARMS	src/syntax/src/activation.rs::activation_arm	PR #680 parser surface omitted from the older 13-file audit list. After =>, a braced Mech block is selected by lookahead; otherwise an expression body is parsed.
imports.module-import-name-segment	module-import-name-segment	imports	module_import_name_segment	production	always	parse	ModuleImportPathSegment	none	identifier-path-segment	none	caller controls remainder	none directly; child rules may consume	not-located	IMPORT-MODULE	src/syntax/src/imports.rs::module_import_name_segment	Constructs ModuleImportPathSegment; implementation-derived inventory entry. This PR #680 module extends the older 13-file audit scope.
imports.module-import-intrinsic-segment	module-import-intrinsic-segment	imports	module_import_intrinsic_segment	production	always	parse	ModuleImportPathSegment	none	underscore	prefix-committed	caller controls remainder	none directly; child rules may consume	not-located	IMPORT-MODULE-INTRINSIC	src/syntax/src/imports.rs::module_import_intrinsic_segment	Constructs ModuleImportPathSegment; implementation-derived inventory entry. This PR #680 module extends the older 13-file audit scope.
imports.module-import-path-segment	module-import-path-segment	imports	module_import_path_segment	production	always	parse	ModuleImportPathSegment	module-import-path	none	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	IMPORT-MODULE,IMPORT-MODULE-INTRINSIC,IMPORT-MODULE-EMOJI-PATH	src/syntax/src/imports.rs::module_import_path_segment	Constructs ModuleImportPathSegment; implementation-derived inventory entry. This PR #680 module extends the older 13-file audit scope.
imports.module-import-path	module-import-path	imports	module_import_path	production	always	parse	ModuleImportPath	import-group-item	module-import-path-segment	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	IMPORT-MODULE,IMPORT-MODULE-INTRINSIC,IMPORT-MODULE-EMOJI-PATH	src/syntax/src/imports.rs::module_import_path	Constructs ModuleImportPath; implementation-derived inventory entry. This PR #680 module extends the older 13-file audit scope.
imports.module-import-alias-segment	module-import-alias-segment	imports	module_import_alias_segment	production	always	parse	ModuleImportPathSegment	module-import-alias-path	identifier-path-segment	none	caller controls remainder	none directly; child rules may consume	not-located	IMPORT-MODULE-VALUE-ALIAS	src/syntax/src/imports.rs::module_import_alias_segment	Constructs ModuleImportPathSegment; implementation-derived inventory entry. This PR #680 module extends the older 13-file audit scope.
imports.module-import-alias-path	module-import-alias-path	imports	module_import_alias_path	production	always	parse	ModuleImportPath	none	module-import-alias-segment	none	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	IMPORT-MODULE-VALUE-ALIAS	src/syntax/src/imports.rs::module_import_alias_path	Constructs ModuleImportPath; implementation-derived inventory entry. This PR #680 module extends the older 13-file audit scope.
imports.module-import-value-alias	module-import-value-alias	imports	module_import_value_alias	production	always	parse	ModuleImportAlias	none	map	none	caller controls remainder	none directly; child rules may consume	not-located	IMPORT-MODULE-VALUE-ALIAS	src/syntax/src/imports.rs::module_import_value_alias	Constructs ModuleImportAlias; implementation-derived inventory entry. This PR #680 module extends the older 13-file audit scope.
imports.context-import-alias-segment	context-import-alias-segment	imports	context_import_alias_segment	production	always	parse	Identifier	module-import-context-alias	none	ordered-first-success	repetition stops on recoverable child failure; caller controls remainder	none directly; child rules may consume	not-located	IMPORT-ALIAS	src/syntax/src/imports.rs::context_import_alias_segment	Constructs Identifier; implementation-derived inventory entry. This PR #680 module extends the older 13-file audit scope.
imports.module-import-context-alias	module-import-context-alias	imports	module_import_context_alias	production/semantic-validation	always	parse	Identifier	none	at,context-import-alias-segment,slash	peek-gated	caller controls remainder	none directly; child rules may consume	not-located	IMPORT-ALIAS	src/syntax/src/imports.rs::module_import_context_alias	Constructs Identifier; implementation-derived inventory entry. This PR #680 module extends the older 13-file audit scope.
imports.module-import-alias	module-import-alias	imports	module_import_alias	production	always	parse	ModuleImportAlias	aliased-item-import	map	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	IMPORT-ALIAS,IMPORT-MODULE-VALUE-ALIAS	src/syntax/src/imports.rs::module_import_alias	Constructs ModuleImportAlias; implementation-derived inventory entry. This PR #680 module extends the older 13-file audit scope.
imports.module-root	module-root	imports	module_root	production	always	parse	Identifier	module-only-import,module-suffix-import	identifier-path-segment	none	caller controls remainder	none directly; child rules may consume	not-located	IMPORT-MODULE	src/syntax/src/imports.rs::module_root	Constructs Identifier; implementation-derived inventory entry. This PR #680 module extends the older 13-file audit scope.
imports.import-alias-operator	import-alias-operator	imports	import_alias_operator	terminal	always	parse	()	aliased-item-import	colon,equal,space-tab0	none	caller controls remainder	space-tab0	not-located	IMPORT-ALIAS,IMPORT-MODULE-VALUE-ALIAS	src/syntax/src/imports.rs::import_alias_operator	Recognizes a terminal/operator form and returns (). This PR #680 module extends the older 13-file audit scope.
imports.import-group-separator	import-group-separator	imports	import_group_separator	terminal	always	parse	()	none	map	ordered-first-success	caller controls remainder	none directly; child rules may consume	not-located	IMPORT-MODULE-GROUP	src/syntax/src/imports.rs::import_group_separator	Recognizes a terminal/operator form and returns (). This PR #680 module extends the older 13-file audit scope.
imports.import-group-item	import-group-item	imports	import_group_item	production	always	parse	ModuleImportGroupItem	import-group-items	module-import-path	none	caller controls remainder	none directly; child rules may consume	not-located	IMPORT-MODULE-GROUP	src/syntax/src/imports.rs::import_group_item	Constructs ModuleImportGroupItem; implementation-derived inventory entry. This PR #680 module extends the older 13-file audit scope.
imports.import-group-items	import-group-items	imports	import_group_items	production	always	parse	Vec<ModuleImportGroupItem>	none	import-group-item,whitespace0	none	repetition stops on recoverable child failure; caller controls remainder	whitespace0; whitespace0/1 include newlines	not-located	IMPORT-MODULE-GROUP	src/syntax/src/imports.rs::import_group_items	Constructs Vec<ModuleImportGroupItem>; implementation-derived inventory entry. This PR #680 module extends the older 13-file audit scope.
imports.module-import-end	module-import-end	imports	module_import_end	production	always	parse	()	module-import	space-tab0	none	optional component; caller controls remainder	space-tab0	not-located	IMPORT-MODULE	src/syntax/src/imports.rs::module_import_end	Constructs (); implementation-derived inventory entry. This PR #680 module extends the older 13-file audit scope.
imports.aliased-item-import	aliased-item-import	imports	aliased_item_import	production	always	parse	ModuleImport	none	import-alias-operator,module-import-alias	prefix-committed	caller controls remainder	none directly; child rules may consume	not-located	IMPORT-ALIAS,IMPORT-MODULE-VALUE-ALIAS	src/syntax/src/imports.rs::aliased_item_import	Constructs ModuleImport; implementation-derived inventory entry. This PR #680 module extends the older 13-file audit scope.
imports.module-suffix-import	module-suffix-import	imports	module_suffix_import	production	always	parse	ModuleImport	none	map,module-root,slash	ordered-first-success/prefix-committed	caller controls remainder	none directly; child rules may consume	not-located	IMPORT-MODULE,IMPORT-MODULE-GROUP,IMPORT-MODULE-INTRINSIC,IMPORT-MODULE-EMOJI-PATH	src/syntax/src/imports.rs::module_suffix_import	Constructs ModuleImport; implementation-derived inventory entry. This PR #680 module extends the older 13-file audit scope.
imports.module-only-import	module-only-import	imports	module_only_import	production	always	parse	ModuleImport	none	module-root,slash	peek-gated	caller controls remainder	none directly; child rules may consume	not-located	IMPORT-MODULE-ONLY	src/syntax/src/imports.rs::module_only_import	Constructs ModuleImport; implementation-derived inventory entry. This PR #680 module extends the older 13-file audit scope.
imports.module-import	module-import	imports	module_import	production	always	parse	ModuleImport	mech-code-alt	at,module-import-end,plus,right-angle,space-tab0,whitespace0	ordered-first-success/peek-gated/prefix-committed	caller controls remainder	space-tab0,whitespace0; whitespace0/1 include newlines	not-located	IMPORT-MODULE,IMPORT-ALIAS,IMPORT-MODULE-ONLY,IMPORT-MODULE-GROUP,IMPORT-MODULE-INTRINSIC,IMPORT-MODULE-VALUE-ALIAS,IMPORT-MODULE-EMOJI-PATH	src/syntax/src/imports.rs::module_import	PR #680 parser surface omitted from the older 13-file audit list. module_import_end is checked on a clone to extend the source range, but the function returns the pre-end input.
mechdown.title	title	mechdown	title	production	always	parse	Title	none	new-line,whitespace0	none	repetition stops on recoverable child failure; caller controls remainder	whitespace0,new-line; whitespace0/1 include newlines	docs/design/specification.mec:1528	TITLE	src/syntax/src/mechdown.rs::title	Constructs Title; implementation-derived inventory entry.
mechdown.title-front-matter	title-front-matter	mechdown	title_front_matter	production	always	parse	TitleFrontMatter	none	colon,figures,identifier,img,inline-paragraph,new-line,whitespace0	none	repetition stops on recoverable child failure; caller controls remainder	whitespace0,new-line; whitespace0/1 include newlines	not-located	TITLE-FRONT-MATTER	src/syntax/src/mechdown.rs::title_front_matter	Constructs TitleFrontMatter; implementation-derived inventory entry.
